2.550000000000000000e+02 2.550000000000000000e+02 2.550000000000000000e+02 0.000000000000000000e+00 1.000000000000000021e-02 0.000000000000000000e+00 8.015668007142856766e+01 8.484540399999995941e+01 8.199470735714287173e+01 7.946999999999999886e+01 8.492000000000000171e+01 8.198999999999999488e+01 3.435450770610060545e+01 2.825968520509286108e+01 2.535074341814363308e+01 -5.314050000000000162e-01
2.550000000000000000e+02 2.550000000000000000e+02 2.550000000000000000e+02 2.999999999999999889e-02 3.800000000000000044e-01 1.799999999999999933e-01 8.799996857142856754e+01 9.881661235714290115e+01 9.788257028571432272e+01 8.715999999999999659e+01 9.918999999999999773e+01 9.848000000000000398e+01 3.167918367606618091e+01 2.503964232007771429e+01 2.245436887822138772e+01 -4.098300000000000276e-01
2.549799999999999898e+02 2.550000000000000000e+02 2.550000000000000000e+02 1.300000000000000044e-01 4.400000000000000022e-01 2.399999999999999911e-01 8.327959035714289371e+01 9.564654100000002757e+01 8.935893100000002676e+01 8.039000000000000057e+01 9.670999999999999375e+01 8.960999999999999943e+01 3.930233896409876593e+01 3.524765889669532015e+01 3.000086320615881164e+01 -4.781149999999999567e-01
2.549900000000000091e+02 2.550000000000000000e+02 2.549799999999999898e+02 0.000000000000000000e+00 1.600000000000000033e-01 1.400000000000000133e-01 8.821912178571426466e+01 9.113404264285711065e+01 9.035215128571424259e+01 8.878000000000000114e+01 9.206000000000000227e+01 9.154000000000000625e+01 3.112371305432277779e+01 2.562724435129793221e+01 2.372453796440498053e+01 -4.359600000000000142e-01
2.550000000000000000e+02 2.550000000000000000e+02 2.550000000000000000e+02 4.000000000000000083e-02 1.900000000000000022e-01 3.200000000000000067e-01 6.841845014285715365e+01 7.703333257142858770e+01 7.247283728571427730e+01 6.601999999999999602e+01 7.626999999999999602e+01 7.176999999999999602e+01 2.790931159357975133e+01 2.211426624966186338e+01 2.099317150617986982e+01 -4.494799999999999907e-01
2.549699999999999989e+02 2.550000000000000000e+02 2.548400000000000034e+02 1.000000000000000056e-01 2.899999999999999800e-01 0.000000000000000000e+00 7.267108571428579467e+01 7.932687385714284289e+01 6.669465992857143988e+01 6.651999999999999602e+01 7.606000000000000227e+01 6.327000000000000313e+01 3.260613706263415423e+01 2.455272526937761057e+01 2.356717941219332246e+01 -1.126500000000000001e-01
2.549699999999999989e+02 2.550000000000000000e+02 2.549799999999999898e+02 0.000000000000000000e+00 4.400000000000000022e-01 4.899999999999999911e-01 6.512273492857140411e+01 7.863688164285717619e+01 7.555936321428572455e+01 6.151500000000000057e+01 7.745999999999999375e+01 7.443999999999999773e+01 2.870927253286550851e+01 2.487259883320157172e+01 2.240079621277836353e+01 -3.996199999999999752e-01
2.550000000000000000e+02 2.550000000000000000e+02 2.549900000000000091e+02 5.999999999999999778e-02 4.400000000000000022e-01 3.099999999999999978e-01 8.185164364285715521e+01 9.049464021428569538e+01 8.341847071428571780e+01 8.114000000000000057e+01 9.179999999999999716e+01 8.420000000000000284e+01 3.277346395013663738e+01 2.844580645207621217e+01 2.626742262572508579e+01 -1.955800000000000038e-01
2.550000000000000000e+02 2.550000000000000000e+02 2.549000000000000057e+02 5.000000000000000278e-02 8.000000000000000167e-02 0.000000000000000000e+00 9.430139771428569873e+01 8.887819592857137252e+01 7.932180178571425699e+01 9.040000000000000568e+01 8.481999999999999318e+01 7.518999999999999773e+01 4.124394232260760162e+01 3.368030489368400282e+01 3.202149965454064784e+01 2.395540000000000003e+00
2.549900000000000091e+02 2.550000000000000000e+02 2.549799999999999898e+02 0.000000000000000000e+00 7.399999999999999911e-01 3.099999999999999978e-01 7.352813021428569584e+01 9.243393607142856183e+01 8.847607528571428759e+01 7.298999999999999488e+01 9.271999999999999886e+01 8.848000000000000398e+01 2.925328565575400575e+01 2.391105581163778027e+01 2.370444381222929309e+01 5.646000000000000324e-02
